jaah	jaahh
laisk	laisa
nimi	nime
kuulma	kuulda
end	nd
et	ät
olema	oled
ikka	`ikka
hakkaja	`akkaja
peale	`pääle
selle+pärast	selle+bärast
siis	siis
olema	oli
jah	jaah
ning	ning
siis	siis
tulema	tulid
nääri+poiss	`nääri+poisid
kell	kellu
neli	neljast
enne	ennem
es	ess
hakkama	akka
ka	kaa
käima	`käima
end	nd
enne	ennem
es	ess
laskma	`lasta
mitte	`mette
panema	`pandi
uks	uksed
kinni	`kinni
et	ät
es	ess
laskma	`lasta
sisse	`sisse
ka	kaa
mitte	`mette
et	et
siis	siis
kuulma	`kuuldi
et	et
et	et
püha	pühade
lau+päev	`lau+ppe
et	et
siis	siis
ju	ju
palju	`palju
tont	`tonttisid
et	et
üks	ühes
koht	kohas
kus	koess
laud	`laudade
kõlin	`kölin
olema	`olnd
siis	siis
pere	peres
surema	sureb
ära	ära
ning	ning
kus	koess
jälle	`jälle
muu	muud
sedasi	`seasi
laulu+hääl	laulu+äält
ehk	ähk
see	see
olema	onn
see	se
rõõm	`rüööm
ning	ning
sedasi	`seasi
sedasi	`seasi
pisine	pisissi
kunst	`kuntsisid
olema	oli
ka	kaa
noh	noh
ning	ning
siis	siis
tulema	tulid
nääri+poiss	`nääri+poisid
siis	siis
tooma	`tuoodi
siis	siis
ajama	`aetti
esimene	esimine
ajama	`aetti
sööma	`süööma
ning	ning
siis	siis
nemad	nendele
andma	`antti
kingitus	kingidust
olema	olnd
miski	midad
kinnas	`kindad
ehk	ähk
sokk	sokkid
ehk	ähk
tegema	tehti
sihuke	sihand
uhke	`uhke
tubakas	tubakka
kott	kot't
ehk	ähk
see	see
olema	oli
esimene	esimiste
võõras	vöörastele
andma	`antti
siis	siis
nääri+päev	`nääridä
hommik	oomikku
need	nee
kingitus	kingiduseks
aga	äga
kui	kui
teine	`teisse
tulema	`tuldi
siis	siis
es	ess
panema	`panda
enam	änam
tähele+ki	tähelegid
aga	äga
esimene	esimistele
andma	`antti
ikka	`ikka
jah	jah
mina	maa
ep	p
teadma	tää
nüüd	nüid
enam	änam
miski	medad
ei	äi
pärast	pärast
pärast	pärast
vildine	`viltsed
e	e
jakk	jökkid
olema	olid
jälle	`jälle
noh	nohh
nüüd	nüid
olema	pole
ju	ju
nüüd	nüid
olema	pole
siuke	`seukkessi
siuke	`seukkessi
riie	`riidid
enam	änam
mitte	`mette
näh	nähh
need	nee
olema	olid
kiut	kiudud
need	nee
olema	olid
need	nee
olema	olid
kuus	kuus
küünar	küinart
olema	olid
lai	lai
kuub	kuub
nii	nii
noh	nohh
see	see
siis	siis
tegema	`tehti
suur	sured
kurd	kurrud
sisse	`sisse
jaa	jaa
või	vöi
suur	sured
volt	voldid
suur	surde
volt	`volttidega
olema	olid
näh	nähh
noh	nohh
need	nee
olema	olid
sedasi	sedasi
sedasi	sedasi
sedasi	sedasi
olema	olid
pikuti	`piutti
kiut	kiudud
olema	olid
pikuti	`piutti
kiut	kiudud
pikkamisi	`pitkamissi
kiut	kiudud
olema	olid
nii	nii
nii	nii
lai	lai
olema	oli
siis	siis
nii	nii
lai	lai
nii	nii
pikk	pitk
olema	oli
ning	ning
siis	siis
jälle	`jälle
kuus	kuus
küünar	küinart
olema	oli
lai	lai
see	see
olema	oli
siis	sis
jälle	`jälle
sedasi	sedasi
olema	oli
laius	laijus
ning	ning
sedasi	sedasi
olema	oli
pikkus	pitkus
mihuke	mihantsed
need	nee
kiut	kiudud
olema	olid
noh	nohh
need	nee
olema	olid
need	neid
olema	olid
siis	siis
need	neid
olema	oli
sedasi	sedasi
mitu	`mitmed
e	e
selts	`seltsi
e	e
must	musta
ning	ning
sinine	sinise
must	musta
ning	ning
sinine	sinise
kiut	kiut
olema	oli
ning	ning
mõni	möne
mõni	möne
e	e
sees	sihes
olema	oli
siis	siis
roheline	rohelsed
e	e
roheline	rohelist
lõng	`lönga
ka	kaa
lööma	`löödud
sinna	`sönna
must	musta
sisse	`sisse
siis	siis
olema	oli
siis	sis
sedasi	sedasi
roheline	rohelse
ning	ning
sinine	sinise
ning	ning
must	musta
kiut	kiut
olema	oli
sedasi	sedasi
pikuti	`piutti
pikuti	`piutti
ning	ning
siis	siis
olema	oli
punane	punaste
punane	punase
ning	ning
must	musta
kiut	kiut
olema	olid
jälle	`jälle
ka	kaa
sedasi	sedasi
pikuti	`piutti
pikuti	`piutti
kiut	kiudud
olema	olid
e	e
kolmas	kolmas
kolmas	kolmas
olema	oli
jälle	jälle
roosa	roosa
kas	kas
teie	te
teadma	`täätte
see	seda
roosa	roosad
see	see
roosa	roosa
see	see
olema	oli
ka	kaa
must	musta
ning	ning
must	musta
ning	ning
roosa	roosa
kiut	kiut
olema	oli
siuke	sihantsed
siuke	sihantsed
olema	olid
siis	siis
need	nee
vana+aegne	vana+`aeksed
riie	`riided
üks+kord	ühe+gorra
a	a
i	i
jakk	jökkid
olema	olid
need	nee
olema	olid
nõnda+samuti	nönda+sammutti
kui	kut
e	e
praegu+ki	`paerguskid
need	nee
jakk	jökkid
olema	onn
noh	nohh
siit	siit
e	e
siit	siit
kesk+paik	kes+paigast
saadik	saadik
ning	ning
siuke	sihantsed
siuke	sihantsed
pikk	pitkad
pikk	pitkad
olema	olid
siis	s
nii	nii
pikk	pitkad
olema	olid
siis	sis
abu	abud
noh	nohh
need	nee
olema	oli
jälle	`jälle
enne	ennem
enne	ennem
see	seda
kui	kui
need	nee
abu	abu
abu	abud
olema	olid
need	nee
olema	olid
jälle	`jälle
need	neid
mina	ma
olema	pole
ka	kaa
kandma	`kandand
need	nee
olema	olid
seda+moodi	seda+`moodi
eest	eest
eest	eest
olema	olid
sedasi	sedasi
lahti	`lahti
ning	ning
siit	sii
siit	siit
tulema	tulid
jälle	`jälle
siit	siit
käima	käis
sedasi	sedasi
sedasi	sedasi
see	see
see	see
äär	äär
äär	äär
siin	sii
olema	olid
siis	sis
sedasi	sedasi
haak	aagid
haak	aagid
need	nee
olema	olid
vana	vanad
vana	vanad
muistne	`muistsed
mood	`moodi
jälle	`jälle
vana	vanad
esimene	esimest
mood	`moodi
siis	sis
suur	sured
mis	mis
olema	olid
suur	suured
kirju	kirjud
tanu	tanud
olema	olid
ning	ning
must	mustad
must	mustad
kuub	kuuwed
ning	ning
siis	siis
olema	olid
suur	suured
e	e
e	e
kollane	`koltsed
ai	aijed
suur	suured
kollane	`koltsed
ai	aijed
olema	olid
teine	testel
all	all
seal	säl
mina	moo
e	e
mina	moo
jälle	jälle
e	e
isa	isa
minema	läks
e	e
üks	ühe
vana	vana
inimene	inimesel
toitja	`toittieaks
ning	ning
see	sellel
see	sellel
olema	oli
siuke	sihand
must	must
kuub	kuub
ning	ning
see	see
olema	oli
see	seda
vana	vanad
aeg	`aega
need	nee
olema	olid
jälle	`jälle
siuke	sihantseed
suur	suured
pikk	pitkad
siis	siis
olema	olid
siuke	sihantsed
suur	sured
pikk	pitkad
vammus	vammused
suur	suured
pikk	pitkad
vammus	vammused
olema	olid
nooh	noohh
nõnda	nöndat
e	e
praegu+ki	`paerguskid
palitu	palittud
aga	äga
aga	äga
need	nendel
olema	oli
see	see
nägema	nää
ka	kaa
siin	sii
ees	ees
olema	oli
sedasi	sedasi
ning	ning
ning	ning
need	nendel
olema	olid
siis	siis
suur	sured
sõlg	sölused
suur	sured
hõbe+sõlg	öbe+sölused
olema	olid
olema	olid
siin	sii
e	e
siin	sii
kurk	kurgu
all	all
jälle	`jälle
need	nee
suur	suured
lai	laijad
suur	sured
lai	laijad
sõlg	sölused
olema	olid
jaah	jaahh
need	neid
olema	oli
mitu	midu
tükk	`tükki
jaah	jaahh
ning	ning
siis	siis
need	nendel
olema	olid
siis	siis
suur	suured
kudrus	kudrused
suur	suured
helmes	`elmed
olema	olid
helmes	`elmed
olema	olid
ka	kaa
nemad	nendel
kael	`kaelas
nemad	naad
nemad	naad
ju	ju
ise	ise
ise	ise
olema	olid
oma	oma
teadma	tääda
suur	suured
uhke	`uhked
ka	kaa
siis	siis
seda+viisi	seda+visi
jaah	jaahh
naine	naistel
olema	olid
nooh	noohh
kui	kui
nemad	naad
väljas	`väljas
käima	käisid
nemad	nendel
olema	olid
suur	suured
need	nee
olema	olid
suur	suured
siuke	sihantsed
suur	sured
suur	sured
suur	suured
tanu	tanud
olema	olid
seda+viisi	seda+visi
tanu	tanud
ning	ning
siis	sis
suur	suured
must	mustad
müts	mütsid
must	mustad
siuke	söuksed
pisike	pisist
suur	sured
sarv	sarved
olema	olid
pea	pääs
pea	pääs
jälle	`jälle
ning	ning
e	e
tanu	tanud
need	nee
olema	olid
ju	ju
ka	kaa
siuke	sihantsed
suur	sured
aga	äga
ega	äga
need	nee
siis	s
olema	ole
siis	s
ega	äga
need	nee
siis	s
olema	ole
siis	s
sedasi	sedasi
ümber	`ümber
pea	pää
mitte	`mette
need	nee
olema	olid
sedasi	sedasi
sedasi	sedasi
e	e
ülal	ülal
kõrgel	`körgel
olema	olid
siuke	sihantsed
siuke	sihantsed
kirju	kirjud
tanu	tanud
olema	olid
nemad	nendel
need	nee
olema	olid
lõng	`löngadega
tegema	`tehtud
siuke	sihantsed
kirju	kirjud
neh	nehh
seal	sääl
olema	oli
e	e
punane	punast
ning	ning
kollane	kollast
ning	ning
kollane	kollast
ning	ning
sedasi	sedasi
olema	olid
siis	siiss
need	nee
must	musta
riie	`riide
peale	päle
must	musta
riie	`riide
peale	päle
olema	olid
tegema	`tehtud
need	nee
kiri	kirjad
kiri	kirjad
jälle	`jälle
need	nende
lõng	`löngadega
tegema	`tehtud
siis	siis
need	nee
kutsuma	kutsutti
tanu	tanudeks
ning	ning
siis	siis
jälle	`jälle
need	nee
olema	olid
ju	ju
must	mustad
must	mustad
müts	mütsid
sarviline	sarilikkud
need	nee
olema	olid
jälle	jälle
siis	siis
pidama	pidid
need	nee
sarv	sarved
need	nee
olema	olid
olema	olid
jälle	`jälle
ä	ä
tall	talle
ä	ä
must	mustast
talle+nahk	talle+nahast
nahk	nahast
mis	millest
need	nee
sarv	sarved
olema	olid
seal	säl
ah	ahh
nemad	nad
nemad	nad
nemad	nad
käima	käisid
suvel	sui
ka	kaa
need	nendega
vahel	vahel
äh	ähh
noh	nohh
need	nee
tutt	tuttiga
müts	mütsid
need	nee
olema	olid
need	nee
olema	olid
pärast	pärast
jälle	`jälle
see	selle
aeg	aea
siis	s
kui	kui
mina	maa
siin	sii
mina	maa
siin	sii
kasvama	kasusi
ning	ning
elama	elasi
siis	siis
olema	olid
tutt	tuttiga
müts	mütsid
siis	siis
ei	es
olema	ole
need	neid
enam	änam
mitte	`mette
need	nee
olema	olid
need	nee
olema	olid
enne	`enne
mina	mind
enne	`enne
mina	mind
need	nee
need	nee
kirju	kirjud
müts	mütsid
ning	ning
tanu	tanud
need	nee
olema	olid
nüüd	nüid
ära	ää
kaduma	kadund
see	see
olema	oli
vana	vanad
vanasti	vanast
ennis+aegne	`enne+`aeksed
aegne	`aeksed
riie	`riided
siis	siis
olema	olid
jälle	`jälle
tutt	tuttiga
müts	mütsid
e	e
tüdruk	tüdrugud
olema	olid
paljas	paljaste
pea	päädega
aga	äga
esiteks	esittiks
kui	kui
kui	kui
need	nee
tutt	tuttiga
müts	mütsid
siis	siis
tüdruk	tüdrud
tüdruk	tüdrud
käima	käisid
ka	kaa
need	nende
tutt	`tuttidega
müts	`mütsidega
aga	äga
kui	kui
kui	kui
naine	naised
naine	naistel
hakkama	`aksid
tanu	tanud
tanu	tanud
siis	siis
tüdruk	tüdrugud
olema	olid
paljas	paljaste
pea	päädega
siis	siis
nemad	nendel
ei	s
olema	ole
enam	änam
enam	änam
need	neid
müts	`mütsisid
mitte	`mitte
need	nee
müts	mütsid
kaduma	kadusid
siis	siis
ära	ää
ju	ju
need	nee
kaduma	kadusid
ära	ää
jälle	`jälle
siis	siis
särk	sär'k
ei	äi
mis	miss
mis	miss
särk	`särkki
särk	särgid
noh	nohh
need	nee
olema	olid
e	e
linane	linusest
riie	`riidest
olema	olid
linane	linused
riie	`riided
linane	linused
särk	särgid
olema	olid
kael	kaila
juurest	juurest
noh	nohh
olema	oli
no	no
see	see
käima	käis
sedasi	sedasi
nõnda+samuti	nönda+sammutti
kui	kut
praegu+ki	`paerguskid
see	see
olema	on
sedasi	sedasi
pea	pä
auk	auk
pea	pää
auk	auk
olema	oli
sees	sihes
ning	ning
siit	siit
olema	oli
eest	eest
lõhki	`luhki
ka	kaa
natuke	nattuse
sedasi	sedasi
olema	oli
seda+moodi	seda+`moodi
olema	oli
need	nee
särk	särgid
ei	äi
olema	ole
miski	midagid
olema	olnd
ei	äi
olema	ole
see	see
olema	oli
üks	üks
lihtne	`lihtne
muidu	muidu
üks	üks
lihtne	`lihtne
riie	riije
olema	oli
e	e
e	e
jälle	`jälle
panema	`pandi
siit	siit
see	se
abu	abu
pealt	pält
noh	nohh
see	see
olema	on
see	see
olema	oli
terve	`terve
see	see
abu+pealne	abu+`bäälne
see	see
riie	riije
olema	oli
terve	`terve
abu	abu
peal	pääl
ning	ning
noh	nohh
siia	`siija
lõikama	leigetti
siis	siis
pea	pää
auk	auk
siia	`säije
sisse	`sisse
sisse	`sisse
ning	ning
siia	`seije
ajama	`aetti
siis	siis
käis	`käised
otsa	`otsa
ning	ning
ning	ning
siis	siis
sedasi	sedasi
minema	läks
minema	läks
siis	siis
üle	üle
põlv	pölve
üle	üle
põlv	pölve
särk	särgid
olema	olid
mis	mehh
käis	`käised
olema	olid
käis	`käised
olema	olid
noh	nohh
need	nee
olema	olid
sedasi	sedasi
lahtine	`lahtiselt
lahtine	`lahtiselt
käis	`käised
olema	olid
käis	`käise
suu	suud
käima	käisid
siit	siit
siit	siit
olema	oli
natuke	nattuse
e	e
jälle	`jälle
lai	laijem
siin	sii
olema	olid
siil	siilud
all	all
all	all
ning	ning
ning	ning
jälle	jälle
need	nee
olema	olid
siis	siss
lahti	`lahti
lahti	`lahti
käis	`käised
need	nendel
siis	s
olema	ole
siin	sii
siin	sii
miski	midad
pidamine	pidamist
mitte	`mette
need	nee
olema	olid
need	nee
need	nee
olema	olid
nii	nii
pikk	pitkad
sedasi	sedasi
siit	siit
sedasi	sedasi
siit	siit
saadik	saadik
olema	olid
need	nee
need	nee
käis	`käised
ei	äi
olema	ole
olema	ole
seal	sääl
miski	midad
miski	midad
olema	olnd
see	see
olema	oli
olema	oli
muidu	muidu
lihtne	`lihtne
lihtne	`lihtne
riie	riije
olema	oli
ning	ning
olema	oli
olema	oli
tegema	`tehtud
mis	mehh
ei	äi
olema	ole
mitte	`mette
ei	äi
olema	ole
mitte	`mette
üks	üks
üks	ühest
riie	`riidest
ikka	`ikka
üks	üks
riie	riije
olema	oli
noh	nohh
see	see
see	see
võtma	`vöötti
nii	nii
pikk	pitk
see	see
võtma	`vöötti
nii	nii
pikk	pitk
sedasi	sedasi
ning	ning
noh	nohh
siis	siis
pöörama	`pöörtti
sedasi	sedasi
sedasi	sedasi
kahe+korra	kahe+gorra
ning	ning
noh	nohh
see	see
see	see
see	see
see	see
jääma	jähi
siit	siit
jälle	`jälle
käis	`käised
ning	ning
see	see
ajama	`aetti
siit	siit
sedasi	sedasi
kinni	`kinni
ala	ala
ala	ala
ning	ning
see	see
lõikama	leigetti
pea	pää
auk	auk
sisse	`sisse
siis	siis
sedasi	sedasi
olema	oli
olema	oli
need	nee
särk	särgid
siis	siss
mis	miss
jalas	jalas
olema	olid
näh	nähh
e	e
king	kinnad
olema	olid
jalas	jalas
nahk	nahk
nahk	nahast
king	kinnad
olema	olid
sukk	sukkad
vildine	`viltsed
sukk	sukkad
olema	olid
põlv	pölvist
põlv	pölvist
saadik	saadik
sukk	sukkad
olema	olid
äh	ähh
ah	ahh
üleval	üleval
ei	äi
need	nee
olema	pole
ülal	ülal
üleval	üleval
käima+ki	`käindgid
mitte	`mette
ikka	`ikka
e	e
ikka	`ikka
olema	olid
põlv	pölvist
saadik	saadik
ikka	`ikka
olema	olid
siit	siit
põlv	pölvist
saadik	saadik
sukk	sukkad
siis	siis
siis	siis
jälle	jälle
e	e
pael	pailad
olema	olid
pael	pailttega
olema	olid
kinni	`kinni
siit	siit
käima	käisid
pael	pailad
pael	pailad
läbi	läbi
e	e
need	nee
keerama	`keersid
keerama	`keersid
ümber	`ümber
ümber	`ümber
sukk	sukka
kinni	`kinni
kinni	`kinni
need	nee
pidama	pidavad
siis	siis
sukk	sukka
ülal	ülal
jälle	`jälle
kuidas	kuidas
need	nee
olema	olid
need	nee
olema	olid
need	nee
olema	olid
jälle	`jälle
pulk	`pulkkadega
tegema	`tehtud
sedasi	sedasi
lõng	`löngadest
lõng	`löngadest
tegema	`tehtud
e	e
lõng	`löngadest
tegema	`tehtud
need	nee
need	nee
sukk+pael	sukka+bailad
noh	nohh
nii	nii
nii	nii
lai	laijad
need	nee
üks	ühe
toll	tolli
vähem	vähem
toll	tolli
toll	tolli
laiune	laijused
olema	olid
need	nee
pael	pailad
äh	äh
äh	ähh
jah	jahh
olema	olid
küll	küll
vöö	ööd
ka	kaa
need	nee
olema	olid
need	nee
olema	olid
ju	ju
ka	kaa
kirju	kirjud
ju	ju
kirju	kirjud
vöö	ööd
olema	olid
need	nee
need	ne
traks	raksid
olema	olid
siis	siis
käima	käisid
e	e
käima	käisid
traks	raksid
ka	kaa
kuub	kuuwel
peal	pääl
e	e
traks	raksid
olema	olid
need	nee
olema	olid
ka	kaa
sedasi	sedasi
need	nee
olema	olid
jälle	`jälle
ka	kaa
mõõk	möögaga
tegema	`tehtud
need	nee
traks	raksid
nägema	näät
sina	sa
siuke	sihand
mõõk	möök
ning	ning
võllas	völlas
olema	oli
e	e
lõng	lönnad
lõng	`löngadega
olema	oli
looma	`loodud
ning	ning
siis	siis
olema	oli
võllas	völlas
sees	sihes
ning	ning
siis	siis
seda+viisi	seda+visi
võtma	`vöttas
võtma	`vöttas
jälle	`jälle
nõnda	nönda
võtma	`vöttas
kangas	`kanga
kissi	kissi
nõnda	nöndat
nõnda	nöndat
kangas	kannast
kuduma+ki	koeuttaksegid
jah	jahh
need	nee
olema	on
noh	nohh
need	nee
tegema	`tehti
mõõk	möögaga
siia	`seije
sisse	`sisse
siis	siis
seda+viisi	seda+visi
nõnda	nönda
panema	`pandi
pisike	pizised
lõng	lönnad
panema	`pandi
riie	niijed
sisse	`sisse
siis	siis
tõmbama	tömmetti
sedasi	sedasi
kaks	kaks
niis	niit
sedasi	sedasi
tõmbama	tömmetti
sedasi	sedasi
lahti	`lahti
siis	siis
tulema	tulid
keerd	keerud
sealt	säält
jälle	`jälle
need	nid
siis	siis
teine	teised
keerd	keerud
tulema	tulid
jälle	`jälle
siis	siis
saama	said
sedasi	sedasi
siis	siis
pistma	pistetti
sealt	säält
jälle	`jälle
lõng	löng
läbi	läbi
seda+moodi	seda+`moodi
seda+moodi	seda+moodi
tegema	`tehti
need	nee
jah	jahh
nüüd	nüid
nüüd	nüid
olema	pole
ju	ju
enam	änam
palju	pailu
need	neid
need	neid
oma	oma
tegema	`dehtud
riie	`riidid
mitte	`mette
nägema	nää
nüüd	nüid
ju	ju
pood	poe
nüüd	niid
käima	käivad
ju	ju
pood	poe
riie	riijettega
oh	ohh
mina	ma
olema	ole
see	seda
küll	küll
kuduma	kudund
kes	kiss
kes	kiss
mina	mool
see	seda
riie	riijet
tegema	tegi
mina	maa
e	e
kõik	käik
mina	ma
kuduma	kudusi
kõik	käik
mina	ma
kuduma	kudusi
kangas	`kangas
särgi+riie	särgi+`riided
särgi+riie	särgi+`riided
kuub	kuuwed
e	e
kuub	kuuwed
ning	ning
e	e
püks	püksid
ning	ning
püks	püksi
püksi+riie	püksi+`riided
ka	kaa
mis	millest
püks	püksid
tegema	`tehti
ah	ahh
see	see
tegema	`tehti
vill	villa
villane	villast
villane	villast
lõng	lönnast
tegema	tegavad
vill	villad
ketrama	kedretti
lõng	lönnaks
ning	ning
siis	siss
see	see
olema	oli
siis	siis
see	see
olema	oli
siis	siis
vill	villa
tüss	tüiss
jälle	`jälle
see	sest
tegema	`tehti
see	sest
tegema	`tehti
siis	siis
jakk	jökk
jakk	jökk
ning	ning
see	sest
tegema	`tehti
isane	isastele
ka	kaa
ka	kaa
jälle	`jälle
üli+kond	üli+gond
püks	püksid
ning	ning
jakk	jökk
ning	ning
see	seda
saama	sai
pesema	`pestud
see	see
saama	sai
pesema	`pestud
siis	siis
jälle	`jälle
kuidas	kuida
kuidas	kuidas
noh	nohh
vesi	vee
sisse	`sisse
vesi	vee
sisse	`sisse
ning	ning
siis	sis
e	e
palav	palava
vesi	vee
sisse	`sisse
ning	ning
siis	siiss
siis	siss
sonkima	songitti
siis	siss
siis	siis
tema	ta
hakkama	`akkas
seal	sääl
sedasi	sedasi
paks	paksuks
minema	minema
nii	nii
kaua	kauwa
kui	kut
nii	nii
kaua	kauwa
pesema	`pesti
mitu	midu
vesi	vett
pesema	`pesti
sedasi	sedasi
et	et
vesi	vesi
ära	ää
jahtuma	`jahtund
olema	on
no	no
panema	`pandi
uus	uus
vesi	vesi
jälle	`jälle
ning	ning
no	no
siis	siiss
siis	siis
sugema	sugi
sedasi	sedasi
paks	paksuks
ei	äi
see	see
noh	nohh
see	see
pesemine	pesemisega
see	see
seal	sääl
olema	oli
ikka	`ikka
teine	`teissi
abis	abi
ei	äi
üksi	üksi
ei	s
üksi	üksi
ei	s
saama	saa
see	seda
e	e
jälle	`jälle
nii	nii
palju	pailu
pesema	pesta
pesema	pesta
mitte	mtte
ju	ju
seal	sääl
olema	oli
ikka	`ikka
siis	siis
teine	`teissi
abi	abiks
ka	kaa
mis	miss
seal	sääl
talgud	`talgutte
üks	ühe
päev	pääva
üks	üks
päev	pää
ikka	`ikka
minema	läks
ära	ää
see	selle
pesu	pesuga
siis	siiss
no	no
sina	sa
pidama	piad
mitu	midu
vesi	vett
vesi	vett
noh	nohh
see	seda
ega	äga
see	seda
ei	s
olema	ole
siis	s
nii	nii
vähe	vähe
see	seda
olema	oli
hulk	ulk
ka	kaa
see	seda
see	seda
see	seda
villane	villast
riie	riijet
mis	mehh
need	nee
olema	olid
suur	suured
suur	suured
tõrs	törred
olema	olid
seal	sääl
suur	suure
tõrs	törre
sees	sihes
sisse	`sisse
panema	`pandi
e	e
kas	kass
teie	te
kas	kass
teie	te
mäletama	mäledatte
see	seda
need	neid
suur	sure
suur	suured
õlu	ölle
tõrs	törred
kus	koes
õlu	ölut
üks+kord	ühe+gorra
tegema	`tehti
noh	nohh
see	seda
tegema	tehasse
praegu	`paergus
ka	kaa
sinna	`sönna
sisse	`sisse
panema	`pandi
siis	siis
riie	riije
ning	ning
siis	siis
hakkama	akketti
seal	sääl
seal	sääl
see	seda
sonkima	`sonkkima
siis	siis
jälle	jälle
suur	suurde
labidas	labjadega
mh	mhh
noh	nohh
see	see
panema	`pandi
siis	siss
see	see
panema	`pandi
siis	siss
laiali	laijali
jälle	`jälle
et	et
tema	ta
ära	ää
kuivama	`kuivab
jälle	`jälle
ega	äga
see	seda
siis	s
panema	`panda
siis	siis
lasu	lasuse
mitte	`mette
saama	saand
tema	ta
nüüd	nüid
pesema	`pestud
ning	ning
siis	siis
siis	siis
panema	`pandi
laiali	laijali
jälle	`jälle
et	et
tema	ta
et	et
tema	ta
ära	ää
kuivama	`kuivab
näh	nähh
siis	siis
tema	ta
siis	siis
tema	ta
tõmbama	tömmetti
sirgu	`sirge
jah	jahh
siis	siis
tõmbama	tömmetti
sedasi	sedasi
seda+viisi	sada+visi
sirgu	`sirge
no	no
panema	`pandi
sedasi	sedasi
siis	siss
siis	siss
tema	ta
siis	siss
tema	ta
kuivama	`kuivas
ära	ää
tuhlis	`tuhlid
ning	ning
kala	kalad
ning	ning
ning	ning
leib	leib
rukis+leib	rugi+leib
rukis+leib	rugi+leib
olema	oli
ning	ning
noh	nohh
siis	siis
olema	oli
ka	ka
oder	odre
oder	odre
vahel	vahel
tegema	`tehti
siis	siss
see	seda
oder	odrest
odra+leib	odra+`leiba
ka	kaa
sinna	`sönna
suvine	suised
püha	pühad
olema	olid
siis	siis
tegema	`tehti
odra+leib	odra+`leiba
see	see
olema	oli
see	see
see	see
olema	oli
siis	siis
sai	sai
see	see
olema	oli
see	see
sai	sai
üks+kord	ühe+gorra
ju	ju
see	seda
olema	oli
vähe	vähe
vähe	vähe
olema	oli
see	seda
vili	`vilja
ah	ahh
räim	räimes
räim	räimes
olema	oli
see	see
kala	kala
värske	`värskelt
jah	jahh
noh	nohh
kui	kui
tema	ta
meri	merest
tooma	`toodi
siis	siis
tema	ta
siis	siis
saama	sai
see	seda
värske	`värsked
sööma	`söödud
ka	kaa
no	no
need	nee
saama	said
ju	ju
siis	siis
sool	`soola
panema	`pandud
ega	äga
need	nee
ega	äga
see	seda
ei	s
see	seda
ei	s
olema	ole
siis	s
nii	nii
vähe	vähe
see	seda
see	seda
olema	oli
hulk	ulk
ju	ju
suur	suur
keha	kiha
panema	`pandi
suur	suur
keha	kiha
panema	`pandi
e	e
panema	`pandi
täis	täis
need	neid
need	neid
sool	`soola
sool	`soola
siis	siis
sedasi	sedasi
talv	talveks
ning	ning
suvel	sui
kevadel	kevade
siis	siis
kui	kui
need	neid
jälle	`jälle
olema	oli
siis	siss
need	neid
kuivatama	kuivadetti
soolama	soolatti
enne	ennem
nõnda	nönda
kerge	`kerge
sool	soolaga
ning	ning
sool	soolaga
ning	ning
siis	siss
no	no
siis	siis
kuivatama	kuivadetti
jälle	`jälle
ära	ää
kui	kui
nemad	nad
jälle	`jälle
kuiv	kuivad
olema	olid
siis	siis
e	e
need	nee
panema	`pandi
siis	siis
ka	kaa
need	neid
need	neid
olema	oli
ka	kaa
hulk	ulk
need	neid
panema	`pandi
ka	kaa
suur	suur
keha	kiha
täis	täis
sedasi	sedasi
et	et
siis	siss
sedasi	sedasi
et	et
siis	siis
sedasi	sedasi
suvine	suise
läbi	läbi
suvine	suise
aeg	aea
läbi	läbi
saama	saab
jälle	`jälle
jah	jahh
need	nee
panema	`pandi
ka	kaa
keha	kihase
keha	kihase
sisse	`sisse
ning	ning
noh	nohh
siis	siss
siis	siss
jälle	`jälle
riputama	rippudatti
pire	pire
sool	`soola
sool	soola
rage	ragesid
ka	kaa
sinna	`sönna
sekka	sega
siis	siis
nemad	nad
olema	olid
olema	olid
seal	sääl
siis	siis
nemad	naad
ei	s
minema	lähe
ei	s
minema	lähe
seal	sääl
hallitama	allettama
ka	kaa
mitte	`mette
siis	siis
nemad	nad
olema	olid
kena	kenad
kena	kenad
olema	olid
seal	säl
need	neid
need	neid
saama	sai
siis	siis
sedasi	sedasi
muidu	muidu
muidu	muidu
ka	kaa
sedasi	sedasi
mis	mis
ei	es
olema	ole
olema	ole
sool	`soola
panema	`pandud
muidu	muidu
muidu	muidu
leib	leva
kõrval	`körvas
sööma	`söödud
sööma	`söödud
need	neid
kala	kalu
siuke	sihand
siuke	sihandene
olema	oli
olema	oli
see	see
ühe+korra	ühe+`gorne
toit	toidul
noh	nohh
need	nee
need	ne
kala	kalad
need	nee
kala	kalad
olema	on
see	see
kala	kalade
asi	asi
kaduma	kadus
ju	ju
e	e
kui	kui
kui	kui
see	see
kolhoos	loes
siin	sii
hakkama	`akkas
noh	nohh
siis	siis
need	nee
kaduma	kadusid
ju	ju
ära	ää
need	neid
ei	es
saama	saa
ju	ju
enam	änam
kus	koes
kuivatama	kuivadetti
noh	nohh
need	nee
kuivatama	kuivadetti
sard	`sarjade
peal	pääl
siuke	sihantsed
suur	suured
e	e
sara+puu	sara+bu
pulk	`pulkkadest
olema	olid
siuke	sihantsed
siuke	sihantsed
ä	ä
sard	sarjad
tegema	`tehtud
sard	sarjad
tegema	`tehtud
siuke	sihantsed
suur	suured
lai	laijad
lai	laijad
sard	sarjad
suur	sured
