pahem+pidi	pahem+bidi
panema	`pandut
ja	ja
jah	jahh
ja	jaa
pövvad	pövvad
ja	ja
no	no
pövvad	pövvad
saama	said
ikka	`ikka
välja	`välja
saagima	`saedut
ja	ja
e	e
siis	siiss
välja	`välja
hööveldama	hööveldut
kõik	köik
ja	ja
nii+moodi	nii+`moodi
saama	sai
tegema	`tehtut
jah	jahh
noh	nohh
look	loogad
need	need
saama	sai
ikka	`ikka
painutama	painuttut
need	nendel
olema	`olli
siis	siss
see	see
iga	iga
mees	mihel
olema	`olli
ikka	`ikka
e	e
look	looga
paine	paine
sein	seina
peal	pääl
jah	jahh
ja	jaa
siis	siis
painutama	painuttast
look	loogad
jah	jaahh
ei	äi
noh	nohh
teadma	tead
e	e
see	see
e	e
teine+kord	teine+kord
olema	`olli
nii+moodi	nii+`moodi
et	et
panema	`pannid
need	nee
kriiska	`kriiska
või	vöi
ahi	`ahju
jah	jahh
ja	jaa
siis	siis
e	e
nii	nii
pea	pia
kui	kui
tema	ta
siis	siis
juba	juba
olema	oli
soe	soeaks
minema	läind
ja	ja
et	et
sina	sa
arvama	`arvasid
et	et
tema	ta
juba	juba
juba	juba
võima	vöis
tema	tada
nõrgutama	nörgutta
ja	ja
nõrkuma	`nörkkuma
või	vei
või	vei
et	et
tema	ta
nõrkuma	`nörkkuma
hakkama	`hakkas
ja	ja
siis	siiss
saama	sai
kohe	kohe
ära	ära
painutama	painuttut
jah	jahh
jah	jahh
jah	jahh
ikka	`ikka
ikka	`ikka
sein	seina
peal	peal
jah	jahh
noh	nohh
tema	ta
võima	vöib
ütlema	`ütleme
ära	ära
mõni	möne
päev	pääva
seal	säl
seisma	`seista
ja	ja
siis	siss
saama	sai
teine+kord	teine+gord
ära	ära
võtma	`vööttud
ja	ja
siis	siiss
saama	sai
nii	nii
ütlema	`ütleme
ära	ära
lööma	löid
see	sel
puu	puu
peale	`peale
et	et
tema	ta
siis	siis
enam	änam
olema	pole
saama	saan
õige	`öigeks
minema	`minna
ja	ja
siis	siss
tema	ta
võima	vöis
seisma	`seista
kas	kas
või	vöi
aasta	`aastade
viisi	`viisi
jah	jahh
ja	jaa
tema	ta
võima	vöis
seal	säl
sein	seina
peal	peal
ka	kaa
ütlema	`ütleme
jälle	jälle
seal	säl
paine	paine
peal	peal
ka	kaa
seisma	`seista
kaua	kouwemad
aeg	`aega
seda+viisi	seda+visi
kuidas	kudas
seal	säl
et	et
kuidas	kudas
sina	sool
tema	teda
tarvitama	tarvitta
tulema	tuli
ja	ja
muidugi	muidud
tulema	tuli
sina	sool
seda+viisi	seda+visi
et	et
olema	oll
look	loogad
läbi	läbi
siis	siis
pidama	pidid
ikka	`ikka
kohe	kohe
juba	juba
tema	ta
see	seks
tegema	tegema
et	et
aitama	`aittas
e	e
e	e
siis	siss
peale	`peale
panema	`panna
noh	nohh
enamasti	ennamasti
ikka	`ikka
saare+puu	saare+puust
saare+puu	saare+puust
jah	jahh
no	no
regi	reed
olema	olid
ikka	`ikka
regi	reed
olema	on
jah	jahh
kodar	kodarad
ja	ja
need	need
mis	mis
olema	on
need	need
olema	on
ka	ka
ikka	`ikka
saar	saarest
aga	äga
siis	siss
olema	oll
ikka	`ikka
enamasti	ennemast
kase+puu	kase+buu
kase+puu	kase+buu
ah	ahh
kus	kus
jalas	jalas
või	vöi
jaa	jaa
jah	jahh
jalas	jalased
jah	jahh
jälle	`jälle
jah	jahh
no	no
jalas	jalas
olema	on
ka	koo
saar	saarest
jah	jahh
jah	jahh
jah	jahh
ikka	`ikka
ei	äi
tema	taa
ikka	ikke
saama	sai
painutama	painettud
nii+sugune	ni+sugune
e	e
siis	siiss
jälle	jälle
jalase+paine	jalase+paine
olema	on
ja	ja
seal	sääl
peal	pääl
saama	saab
siis	s
murdma	`murttud
ja	ja
jah	jahh
ja	jaa
siis	siiss
aurutama	hauruttud
nii+sugune	nii+sune
väike	väikke
auru+kast	hauru+kast
olema	on
et	et
sina	sa
siis	sis
tema	teda
nii+palju	nii+palju
nõrkuma	`nörkkuma
saama	saad
et	et
tema	ta
jälle	jälle
siis	siis
jälle	jälle
regi	reeks
aitama	`aittab
tegema	teha
oo	oo
seisma	seisab
küll	küll
tema	taa
tema	taa
ütlema	`ütleme
tema	temal
olema	on
seda+viisi	seda+visi
tema	tal
tulema	tuleb
see	see
see	see
kaust	kaust
tulema	tuleb
tema	tol
peale	`peale
ja	ja
siis	siiss
teine+kord	teine+gord
olema	on
vahest	vahest
kuidas	kudas
raud+kodar	raud+kodarad
ja	ja
kuidas	kudas
nemad	nad
sees	sees
olema	onn
tema	ta
ei	äi
saama	saa
siis	siiss
sealt	säält
enam	änam
õige	`öigeks
nõrkuma	`nörkkuda
jah	jahh
tema	ta
pidama	peab
siis	siiss
oma	oma
kurss	`kurssis
seisma	`seisma
jah	jahh
noh	nohh
ikka	`ikka
regi	ree
tald	tallad
ja	ja
need	need
olema	on
ikka	`ikka
kõik	köik
e	e
raud	rauwast
ja	ja
teine+kord	teine+gord
kodar	kodorad
võima	vöivad
ka	kaa
raud	rouwast
olema	`olla
kus	kus
uus	uuwed
siis	sii
raud	raud
üks+kõik	`ükstas+köik
kumb	kumb
näh	nähh
vat	vat
see	seda
mina	ma
ei	äi
teadma	tea
kui	kui
nii	nii
vana	vona
aeg	aeg
olema	on
kuidas	kudas
siis	siiss
olema	`olli
mis+moodi	mis+`moodi
nemad	nad
siis	siss
käima	käisid
need	`nendega
ja	ja
kuidas	kuidas
nemad	nad
siis	siss
kaua	kouwa
tema	ta
siis	siis
vastu	`vastu
pidama	pidas
see	see
regi	ree
jälle	jälle
regi	ree
jalas	jalas
see	selle
moodi	modi
kui	kui
seal	säl
olema	pole
mitte	`mitte
jälle	jälle
e	e
siis	siis
raud	roud
tald	`talla
all	all
olema	oln
näh	nähh
võima	vöib
küll	küll
olema	`olla
jah	jahh
see	see
võima	vöib
muidugi	muidud
olema	`olla
olema	`olli
see	see
puu	puu
tald	tall
läbi	läbi
kuluma	kulun
ja	ja
siis	siiss
uus	uuwed
puu+tald	puu+tallad
jah	jahh
a	a
ah	ahh
kuidas	kuidas
see	seda
tegema	`tehti
noh	nohh
see	see
saama	sai
siis	sis
see	see
ütlema	`ütleme
e	e
saama	said
jälle	jälle
heina+maa	heina+mole
minema	`mindud
jah	jahh
ja	ja
heina+maa	heina+mad
olema	`ollid
ütlema	`ütleme
üks	üks
heina+maa	heina+ma
olema	`olli
e	e
üks	üks
viis+teist	viis+teist
kilo+meeter	kilu+meettert
või	vöi
seda+viisi	seda+visi
olema	`olli
kaugel	`kougel
jah	jah
ja	jaa
seal	seal
saama	sai
siis	siss
ikka	`ikka
olema	`oldud
ja	ja
nii	nii
kaua	kouwa
kui	kui
see	se
see	see
saama	sai
maha	maha
ja	ja
kui	kui
siis	siiss
ütlema	`ütleme
ära	ära
et	et
oma	omal
nii	nii
palju	palju
e	e
jälle	jälle
inimene	inimesed
olema	pole
olema	oln
siis	siiss
saama	sai
veel	veel
juurde	`juure
ka	kaa
võtma	`vööttud
ja	ja
et	et
siis	siis
ikka	ikka
heina+maa	heina+ma
maha	moha
saama	saaks
ütlema	`ütleme
ära	ära
kaheksa	kaheksa
hektar	`ektari
maa	maad
mis	mis
see	seda
olema	oli
siis	siss
et	et
saama	saaks
ikka	ikka
paar	paari
ehk	ehk
kolm	kolme
päev	päävaga
maha	moha
nii+moodi	nii+`moodi
saama	sai
siis	sis
ikka	ikka
inimene	inimesi
võtma	`vööttut
ja	ja
siis	siiss
e	e
jah	jahh
ja	ja
siis	siis
seda+viisi	seda+visi
saama	sai
seal	säl
hein	`heina
tegema	`tehtut
ja	ja
muidugi	muidud
teine+kord	teine+gord
siis	sis
kui	kui
trehvama	`trähvas
hea	hea
ilm	ilm
olema	olema
saama	sai
siis	sis
loog	`loogu
ka	kaa
kätte	`kätte
ja	ja
jälle	jälle
ja	ja
siis	siiss
need	need
hein	heinad
ja	ja
saama	said
küün	`küini
panema	`pandut
ja	ja
olema+ki	oli+git
tegema	`tehtut
see	see
asi	asi
kui	kui
kui	kui
kui	kui
pikk	pikka
aeg	aea
peale	päle
noh	nohh
ütlema	`ütleme
ära	ära
seal	säl
siis	siss
ikka	`ikka
vahest	vahest
kuluma	kulus
paar	paar
kolm	kolm
päev	`pääva
ära	ära
jah	jahh
noh	nohh
meie	mee
peale	`peale
jaani+päev	jaani+`bääva
ikka	`ikka
peale	`peale
jaani+päev	jaani+bääv
minema	läks
ikka	`ikka
ikka	`ikka
mööda	`mööda
ja	ja
siis	siiss
saama	sai
ikka	`ikka
minema	`mindud
noh	nohh
ikka	`ikka
eks	eks
tema	tal
olema	ole
iga	igal
aeg	aeal
tät	tät
sina	sa
see	se
kesk+päev	kes+päva
ajal	aeal
nii+sama	nii+samma
ka	kaa
kaste	kaste
aeg	aeal
olema	on
veel	veel
seda+viisi	seda+visi
et	et
rohkem	`rohkem
märg	märg
või	vöi
nii+moodi	nii+`moodi
ja	ja
siis	siiss
see	see
e	e
e	e
hein	hein
või	vöi
rohi	rohi
või	vöi
e	e
see	see
hakkama	`hakkab
veel	veel
rohkem	`rohkem
vikat	vigadi
ümber	`ümber
kinni	`kinni
ja	ja
kerge	`kärgem
niitma	`niitta
kui	kui
kesk+päev	kes+päva
aeg	aeal
just	just
jah	jahh
nii+moodi	nii+`moodi
noh	nohh
meie	meil
enamasti	ennemast
ikka	`ikka
vast+kaar	vast+kaared
mitte	`mitte
seda+viisi	seda+visi
et	et
e	e
välja	`välja
vada	vada
kui	kui
sina	sa
nüüd	nüid
üks	ühe
üks	ühe
jalg	jala
peal	päl
meie	me
ütlema	`ütleme
ikka	`ikka
kaks	kahe
jalg	jala
kaar	kaared
jah	jahh
vada	vada
kui	kui
sina	sa
üks	ühe
jalg	jala
kaar	kaared
niitma	niidad
või	vöi
siis	siiss
niitma	niidad
kohe	kohe
äär	äärest
välja	`välja
nii+moodi	nii+moodi
kui	kui
sina	sa
kaks	kahe
jalg	jalag
e	e
need	ne
kaar	kaared
niitma	niidad
vada	vada
siis	siss
niitma	niidad
sedasi	sedasi
kaar	kaared
niitma	niidad
mõlemad	mölematte
küljest	kül'jest
vastu	`vastu
nii+moodi	nii+moodi
vastakuti	vastatti
jah	jahh
jah	jahh
jah	jahh
ei	äi
olema	ole
ei	äi
olema	ole
seal	sääl
olema	pole
keegi	kedad
siis	s
nii	nii
kui	kui
keerama	keerad
ringi	`ringi
ja	ja
hakkama	`hakkad
uuesti	uuwesti
jälle	`jälle
noh	nohh
see	see
vatta	vatta
meie	meil
niitma	`niitsime
nüüd	nüid
nii+moodi	nii+`moodi
et	ät
vada	vada
niit	niidu
rind	rinnaga
või	vöi
nii+moodi	nii+`moodi
et	et
iga+üks	iga+üks
niitma	`niittis
siis	siss
oma	oma
kurss	`kurssi
ikka	`ikka
edasi	edasi
teet	teet
sina	sa
vada	vada
üks	üks
niitma	niidab
siia	`siija
teine	teine
hakkama	`hakkab
siit	siit
jälle	`jälle
seda+viisi	seda+visi
et	et
nii	nii
kui	kui
siit	siit
see	see
maa	maa
või	vöi
mis	mis
sina	sool
ees	ees
olema	olli
see	see
heina+maa	heina+ma
tükk	tükk
siis	siiss
sealt	sält
minema	läksid
üks	ühe
kord	korraga
kõik	köik
see	`sellega
ikka	`ikka
edasi	edasi
jah	jah
ja	ja
iga+üks	iga+üks
siis	siss
niitma	`niittis
nüüd	nüid
oma	oma
kaar	kaare
või	vöi
seda+viisi	seda+visi
ikka	`ikka
edasi	edasi
jah	jahh
iga	iga
mees	mihel
olema	oli
oma	oma
rind	ründ
jah	jahh
noh	nohh
mina	mina
ei	i
teadma	tää
see	see
maa	maa
olema	li
miski	midagid
mis	mis
seal	sääl
seal	säl
olema	oli
need	need
olema	olid
suur	suured
pikk	pikkad
tükk	tükkid
kuus	kuus
seitse+kümmend	seitse+gümmend
samm	`sammu
mis	mis
see	see
maa	maa
lai	lai
olema	`olli
jah	jahh
seda+viisi	seda+viisi
noh	nohh
vikat	vikkat
olema	`olli
ikka	`ikka
nii	nii
kui	kui
praegu+ki	`praegu+gid
ei	äi
teadma	tea
jah	jahh
ja	jaa
vada	vada
mõni	mönes
koht	kohas
olema	on
see	see
vada	vada
kus	kus
meie	meil
olema	on
ikka	`ikka
need	need
väike	`väiksed
lühike	lühised
vikat	vikkattid
meie	meil
olema	pole
mitte	`mitte
need	neid
suur	`suuri
pikk	`pikki
Vene	vene
vikat	vikkattid
ei	äi
olema	ole
ja	ja
jah	jahh
jah	jahh
see	see
olema	on
tõsi	tösi
küll	küll
et	et
need	need
vada	vada
need	need
suur	suured
Vene	vene
vikat	vikkattid
ja	ja
mina	mina
ei	äi
olema	ole
need	`nendega
mitte	`mitte
niitma	niitn
mina	ma
ei	i
teadma	tea
need	`nendest
jah	jahh
ah	ahh
see	see
olema	on
lüsi	lüsi
vikat	vikkatti
lüsi	lüsi
jah	jahh
varn	varnad
olema	olid
varn	varnad
oh	ohh
see	see
no	no
see	see
saama	saab
ütlema	`ütleme
e	e
olema	on
enamasti	ennemast
ikka	`ikka
nii+sugune	nii+suguste
e	e
vits	vitsaga
või	vöi
see	sellega
saama	saab
kinni	`kinni
siduma	siut
ütlema	`ütleme
seal	seal
e	e
pilli+roog	pilli+roost
nii+sugune	nii+sune
kes	killega
sina	sa
kinni	`kinni
keerama	keerad
ja	ja
teine+kord	teine+kord
vahest	vahest
ka	kaa
miski	midagi
teine	teist
üks	üks
ja	ja
teine	teine
võima	vöib
seal	sääl
olema	`olla
kes	killega
sina	sa
kinni	`kinni
siduma	siud
kas	kas
vahest	vahest
plekk	plekkist
ehk	ehk
kuidas	kuidas
võima	vöib
olema	`olla
jah	jahh
näh	nähh
aga	aga
siis	siis
olema	pole
keegi	kidad
käiama	`käijad
käiama	`käijad
käiama	`käijad
uuesti	uuwesti
terav	teravaks
jälle	`jälle
ja	ja
a	a
ah	ahh
need	ne
tahk	tahud
jah	jahh
mis	mikkega
teie	te
terav	teravaks
tegema	tegitte
näh	nähh
ja	ja
kas	kas
teie	te
siis	siiss
nuga	`nuaga
lõikama	`löikkasitte
ka	kaa
veel	veel
ja	ja
vada	vada
meie	mei
pool	pol
see	seda
ei	äi
olema	ole
meie	mei
pool	pol
saama	saab
käi	käi
olema	on
vada	vada
käi	käi
olema	on
praegu	`praegu
seal	säl
vari	varju
all	all
see	selle
see	selle
käi	käijaga
saama	saab
kohe	kohe
vikat	vikkatti
terav	teravaks
käiama	käijatta
ja	ja
olema	pole
seal	sääl
enam	änam
siis	siiss
nuga	`nuaga
lõikamine	`löikkamist
ega	äga
kivi	kivi
tarvis	tarvis
ega	äga
miski	midagid
jah	jahh
ikka	`ikka
noh	nohh
meie	me
ütlema	`ütleme
nii	nii
kui	kui
terve	`terve
sööma+vahe	sööma+vahe
ikka	`ikka
niitma	niidad
ära	ära
see	selle
käiamine	`käijamisega
ja	ja
muidugi	muidud
luiskama	luisatta
ikka	`ikka
vada	vada
luisk	luisk
olema	on
ikka	`ikka
iga	iga
mees	mihel
ka	kaa
ja	ja
ju	ju
teie	teil
ka	kaa
ikka	`ikka
luisk	luisk
olema	onn
no	no
jah	jahh
luisk	luisk
ja	ja
siis	siis
see	sellega
luiskama	`luiskad
ja	ja
siis	siiss
nägema	näed
teise	teise
kui	kui
jälle	`jälle
sööma	sööma
sööma+aeg	sööma+aeg
kätte	`kätte
tulema	tuleb
ja	ja
siis	siis
käiama	`käijad
jälle	`jälle
uuesti	uuwesti
vikat	vigadi
vikat	vikkatti
terav	teravaks
ja	ja
jälle	`jälle
niitma	`niitma
ja	ja
jah	jahh
ikka	`ikka
olema	oli
ikka	`ikka
iga	iga
mees	mihel
olema	oli
heina+maa	heina+mal
käi	käi
teine+kord	teine+gord
kas	kas
lööma	lööd
kivi	kivise
ehk	ähk
kuidas	kuidas
sina	sa
lööma	lööd
ja	ja
nii+moodi	nii+`moodi
jah	jahh
noh	nohh
meie	meil
praegu	`praegu
veel	veel
vatta	vatta
need	need
mis	mis
praegu	`praegu
pood	poest
ostma	`osta
saama	saab
jah	jahh
mina	ma
ei	i
teadma	tää
muu	muud
muu	muud
vanasti	vanasti
olema	olid
noh	nohh
need	need
olema	olid
vist	vist
enamasti	ennemast
Rootsi	Rootsist
või	vöi
kus	kus
nemad	nad
tulema	tulid
need	need
vana	vanad
olema	on
miski	midagid
veel	veel
rohkem	`rohkem
nii	nii
kui	kui
suur	suur
tahu+kivi	tahu+givi
või	vöi
kuidas	kuidas
pidama	peab
ütlema	`ütlema
jah	jahh
päris	päris
õige	`öige
ei	äi
teadma	tea
ah	ahh
see	see
siis	siss
miski	midagi
sinna	`sinna
peale	`peale
jah	jahh
liiv	liiv
liiv	liiv
liiv	liiv
jah	jahh
jah	jahh
jah	jahh
mina	ma
mina	ma
olema	olen
need	neid
ka	kaa
nägema	näin
täät	täät
sina	sa
meie	meittel
olema	oli
oma	omal
aeg	aeal
need	neid
ka	kaa
jah	jahh
ikka	`ikka
olema	oli
ka	kaa
jah	jahh
jah	jahh
mina	mina
teadma	tea
need	`nendega
ikka	`ikka
laskma	lassid
nii+sama	nii+samma
ka	kaa
vikat	vigadi
tera	tera
pealt	pealt
läbi	läbi
ja	ja
a	a
jah	jahh
ja	ja
aitama	`aittas
küll	küll
ka	kaa
olema	pole
seal	seal
keegi	kedad
tegema	tegi
ikka	`ikka
ka	kaa
terav	teravamaks
ja	ja
olema	oli
see	sellega
tegema	`tehtut
jah	jahh
see	see
olema	on
täpselt	`täpselt
tõsi	tösi
ka	kaa
aga	aga
see	see
olema	pole
e	e
e	e
tulema	tuleb
natuke	nattune
ikka	`ikka
harjutama	harjutta
jah	jahh
puhta	`puhta
õige	`öige
jah	jahh
jah	jahh
no	no
mis	mis
siis	siis
edasi	edasi
siis	siis
ootama	`oottad
see	sel
aeg	aeal
kui	kui
tema	ta
juba	juba
nii	nii
e	e
jälle	jälle
kuiv	kuivaks
saama	saab
et	et
aitama	`aittab
juba	juba
küün	`küini
panema	`panna
siis	siiss
jah	jahh
ikka	`ikka
teine+kord	teine+gord
ikka	`ikka
tulema	tuleb
ka	kaa
vahest	vahest
e	e
kaar	kaared
tulema	tuleb
e	e
vikat	vikkattiga
või	vöi
mitte	`mitte
reha	rehaga
laiali	laijali
ajama	aeada
jah	jahh
olema	on
küll	küll
nii+moodi	nii+`moodi
see	see
asi	asi
näh	nähh
ikka	`ikka
pärast	pärast
kokku	`kokku
vedama	vidada
ja	ja
siis	siiss
küün	küini
juurde	`juure
ja	ja
küün	küinist
siis	s
jälle	`jälle
ah	ahh
tema	tä
noh	nohh
siis	siiss
e	e
reha	rehaga
pidama	pead
ikka	`ikka
ikka	`ikka
vedama	vidama
vada	vada
võtma	vöttad
reha	reha
kätte	`kätte
ja	ja
jah	jaahh
vada	vada
vedama	vead
ikka	`ikka
tema	ta
kokku	`kokku
juba	juba
et	et
see	see
nagu	nigu
nagu	nigu
meie	meije
ütlema	`ütleme
et	et
koka+regi	kokka+ree
peale	`peale
ja	ja
ja	ja
minema	läheb
siis	siis
küün	küini
poole	`poole
jah	Jahh
ikka	`ikka
teine+kord	teine+gord
ikka	`ikka
ütlema	`ütleme
nii	nii
kui	kui
teie	teil
olema	onn
kui	kui
teie	te
vedama	viatte
oma	omal
kõik	köik
nii	nii
kui	kui
või	vöi
hagu	hagade
peal	peal
siis	siis
tulema	tuleb
kõik	köik
kokk	kokkad
enne	ennemalt
valmis	`valmis
tegema	teha
ja	ja
vada	vada
panema	paned
see	sele
hobune	hobuse
ette	`ette
ja	ja
viima	viid
siis	siis
küün	küini
juurde	`juure
jah	jahh
noh	nohh
nemad	nad
rehkendama	rehkendasid
ikka	`ikka
e	e
sada	saea
kilo	kilu
ümber	`ümber
näh	nähh
muidugi	muidud
aga	aga
siis	siiss
e	e
täpne	`täpseld
ei	ei
saama	saa
nüüd	nüid
ütlema	üttelda
aga	aga
nemad	nad
rehkendama	rehkendasid
ikka	`ikka
et	et
e	e
hein	heina
kokk	kokk
või	vöi
see	see
et	et
sada	saea
kilo	kilu
ümber	`ümber
ikka	`ikka
olema	olgu
tema	ta
siis	sis
tema	taa
võima	vöib
ju	ju
ka	ka
suur	suurem
olema	`olla
ja	ja
ja	ja
võima	vöib
ka	ka
väike	`väiksem
olema	`olla
jah	jahh
päris	päris
õige	`öige
sest	sest
et	et
muidu	muidu
kui	kui
olema	on
kuiv	kuiv
hein	hein
siis	sis
võima	vöid
võima	vöid
ju	ju
suur	suuremad
e	e
kokk	kokkad
või	vöi
saad	saud
tegema	teha
jah	jahh
ja	ja
olema	on
tema	ta
märg	märjem
vada	vada
siis	siis
muidu	muidu
kas	kas
minema	läheb
tuuline	tuliseks
ehk	ehk
üks	üks
ja	ja
teine	teine
asi	asi
tulema	tuleb
sina	sol
ette	`ette
siis	siiss
pidama	pead
ikka	`ikka
need	ned
väike	`väiksemad
panema	panema
väike	`väiksemad
tegema	tegema
jah	jahh
jah	jahh
ikka	`ikka
jah	jahh
ja	ja
küün	küinist
ikka	`ikka
hang	hang
kätte	`kätte
ja	ja
e	e
jah	jahh
jah	jahh
ja	ja
ladu	lau
juurde	`juure
ja	ja
sealt	säält
hang	hang
kätte	`kätte
ja	ja
ladu	`lattu
muu	muud
keegi	kedad
jah	jahh
jah	jahh
nää	nää
näh	nähh
see	see
see	see
olema	on
küll	küll
tõsi	tösi
jah	jahh
noh	nohh
siis	siiss
teine+kord	teine+gord
e	e
tegema	teed
nii	nii
palju	palju
ikka	`ikka
väike	`väiksemad
ja	ja
vaatama	`vaattad
ka	kaa
kuidas	kudas
saama	saab
ja	ja
muidugi	muidud
kui	kui
kui	kui
vihm	`vihma
tulema	tuleb
mis	mis
jääma	jääb
maha	maha
jääma	jääb
jääma	jääb
jälle	jälle
siis	siiss
heina+maa	heina+ma
peale	`peale
ja	ja
e	e
ei	äi
saama	saa
tema	täda
veel	veel
kokku	`kokku
vedama	vidada
ja	ja
asi	asi
see	sellega
tegema	`tehtut
noh	nohh
süle+täis	süle+däijed
ja	ja
kuidas	kuidas
nemad	nad
hüüdma	`hüittakse
jah	jahh
päris	päris
õige	`öige
jah	jahh
muidu	muidu
vada	vada
meie	meil
nüüd	nüid
palju	palju
see	seda
moodi	`moodi
ei	äi
olema	ole
aga	aga
mina	ma
olema	ole
nägema	näin
küll	küll
vada	vada
nüüd	nüit
selle+pärast	selle+bärast
et	et
hein	`heina
ei	ei
pidama+ki	`peetta+gid
rohkem	`rohkem
mõni	mönes
koht	kohas
kui	kui
ainult	ainult
üks	üks
öö	öö
see	selle
päev	`pääva
kui	kui
tema	ta
olema	on
niitma	niidet
ja	ja
siis	siiss
teine	teise
õhtu	`öhtu
juba	juba
panema	pannasse
kokku	`kokku
ja	ja
vada	vada
siis	siis
nemad	nad
pidama	`peavad
kõik	köik
need	need
väike	`väiksed
süle+täis	süle+däved
olema	olema
et	et
nemad	nad
ei	äi
saama	saa
nii	nii
sant	sandiks
minema	`minna
ja	ja
ja	ja
mitte	`mitte
väga	väga
liiga	`liiga
kaste	kastet
ei	äi
saama	saa
ja	ja
tulema	tuleb
just	just
seda+viisi	seda+visi
kõige	köige
rohkem	`rohkem
välja	`välja
jaa	jaa
tegema	`tehtakse
küll	küll
ka	kaa
kuhi	`kuhjasi
tegema	`tehtaks
kuhi	`kuhjasi
küll	küll
ka	kaa
jah	jahh
ah	ah
olema	olen
ka	kaa
ikka	`ikka
tegema	tein
jah	jahh
ei	äi
keegi	kedad
kuhi	kuhi
olema	on
nii+sama	nii+samma
kui	kui
et	et
ütlema	`ütleme
et	et
teine	teine
olema	on
andma	annab
sina	sul
kätte	`kätte
kas	kas
kaks	kaks
inimene	inimest
ehk	ähk
kuidas	kuidas
seal	säl
seal	sääl
otsas	`otsas
olema	onn
ja	ja
tulema	tuleb
ikka	`ikka
e	e
kuhi	kuhi
tulema	tuleb
ikka	`ikka
e	e
kõva	kövaks
sõtkuma	`sötkuda
et	et
tema	ta
ei	ei
hakkama	`hakka
vesi	vett
sisse	`sisse
võtma	`vötma
ja	ja
jah	jahh
nii+moodi	nii+`moodi
see	see
asi	asi
noh	nohh
puu	puud
saama	saab
ikka	`ikka
alla	`alla
panema	`panna
hagu	haud
ja	ja
puu	puud
all	all
jah	jahh
noh	nohh
peal	peal
olema	on
siis	siis
et	et
panema	paned
malk	malgad
peale	`peale
või	vöi
tema	ta
ei	äi
saama	saa
sealt	sealt
e	e
torm	torm
ei	äi
saama	saa
see	seda
see	seda
pealt	pealt
ära	ära
lõhkuma	`löhkuda
noh	nohh
muist	muist
panema	panevad
rohkem	`rohkem
e	e
neli	neli
ja	ja
kuus	kuus
ja	ja
kuidas	kuidas
nemad	nad
panema	panevad
ja	ja
muist	muist
ka	ka
veel	veel
veel	veel
rohkem	`rohkem
jah	jahh
paar	`paaris
jah	jahh
noh	nohh
e	e
mis	mis
kuidas	kuidas
nemad	nad
siis	siis
muidu	muidu
seal	sääl
üleval	üleval
seisma	`seisvad
nemad	nad
nemad	nad
ei	ei
seisma	seisa
ju	ju
muidu	muidu
jah	jahh
kui	kui
sina	sa
nüüd	nüid
üks	ühe
panema	paned
täät	täät
sina	sa
tema	ta
võima	vöib
võima	vöib
alla	`alla
kukkuma	`kukkuda
aga	aga
vada	vada
olema	on
nemad	nad
kokku	`kokku
siduma	siut
siis	siis
nemad	nad
ei	äi
saama	saa
sealt	sält
alla	`alla
tulema	`tulla
ei	äi
teadma	tea
ah	ah
hah	hahh
ah	ah
ah	ahh
nii+moodi	nii+`moodi
kohe	kohe
aga	aga
mis+moodi	mis+`moodi
nemad	nad
siis	siis
sealt	sealt
pealt	pealt
panema	panevad
nemad	nad
a	a
hah	hahh
a	a
hah	hahh
kõik	köik
kõik	köik
e	e
kõik	köik
üks	ühe
kord	korraga
kõik	köik
kõik	köik
kokku	`kokku
ja	ja
ja	ja
ja	ja
jah	jahh
mhh	mhh
no	no
jah	jahh
kui	kui
teie	teil
ka	ka
kask	`kaske
ei	äi
olema	ole
vada	vada
siis	siis
pidama	peavad
ikka	`ikka
lepp	leppa
hagu	haud
ka	kaa
aitama	`aittama
meie	meil
ikka	`ikka
enamasti	ennemasti
kask	kase
kask	kasega
saama	saab
jah	jahh
ja	ja
siis	siiss
saama	saab
see	see
kokku	`kokku
panema	`pandut
ja	ja
siis	siis
e	e
jälle	jälle
kuhi	kuhja
peale	peale
nii+moodi	nii+`moodi
jah	jahh
oohh	oohh
jah	jahh
olema	olen
härg	härjaga
kündma	künn
küll	küll
see	see
noh	nohh
härg	härg
olema	on
nüüd	nüit
seda+viisi	seda+visi
et	et
tema	temal
tema	temal
tema	teda
pidama	pead
siis	siiss
ütlema	`ütleme
piits	piitsaga
või	vöi
või	vöi
vits	vitsaga
või	vöi
seda+viisi	seda+visi
e	e
siis	siiss
sundima	`sundima
et	et
nemad	nad
kurss	`kurssis
seisma	`seisvad
jah	jahh
ja	jaa
härg	härg
olema	on
täät	täät
sina	sa
härg	härg
olema	on
nii+sugune	nii+sugune
loom	loom
olema	on
tema	ta
sahk	saha
ees	ees
olema	oln
teine	teine
mis	mis
vagu	vau
sees	sees
käima	käib
tema	tema
käima	käib
hästi	`heasti
vagu	vau
sees	sees
jaa	jaa
ja	ja
muu	muud
kui	kui
andma	anna
takka	`takka
jälle	jälle
las	las
minema	lähevad
aga	aga
muidugi	muidud
aga	aga
nii	nii
nobedasti	nobest
nüüd	nüid
küll	küll
kündma	`künda
ei	ei
saama	saa
kui	kui
hobune	hobustega
saama	saab
nemad	nad
ikka	`ikka
olema	on
enam	änam
rohkem	`rohkem
aeglane	`aeglasemad
jah	jahh
jah	jahh
jaa	jaa
ja	ja
siis	siis
tääd	tääd
tema	temal
ei	ei
olema	ole
ohi	`ohje
