trampima	`tramppist
või	vöi
e	e
ümber	`ümbre
olema	on
vannas	`vande
ka	kaa
panema	`pantti
topp	topp
ümber	`ümber
et	et
et	et
siis	siiss
e	e
vagu	vagu
jääma	jääb
ilus	ilus
ja	ja
lahti	`lahti
või	vöi
näh	nähh
ajama	aeab
ajama	aeab
muld	mulla
ajama	aeab
üles	ülese
kui	kui
see	see
nüüd	nüid
vagu	vaod
kartul	karduli
vagu	vagu
kui	kui
ise	esi
üles	ülesse
esmalt	`esmalt
tulema	tuleb
siis	siis
käskima	`kästakse
ilma	`ilma
topp	`toppitta
ja	ja
siis	siiss
teine	teist
kord	`korda
siis	siis
panema	`pantti
topp	topp
kurk	`kurkku
siis	siis
tegema	`tehti
sügavam	sügavam
vagu	vagusid
ja	ja
siis	siis
siis	siis
sina	saa
panema	paneb
muld	`mulda
kartul	`karduli
ja	ja
kasvama	`kasva
enam	enam
sedasi	sedass
tegema	`tehti
vana	vanal
aeg	aeal
ka	kaa
ja	ja
nüüd	nüid
tegema	`tehtaks
praegu	`praegu
ka	kaa
aga	aga
siis	siiss
tegema	`tehti
ka	ka
na	na
na	na
na	na
kergem	`kergemast
see	seda
see	seda
töö	tööd
olema	pole
mitte	`mitte
nii	nii
põhjalikult	pöhjaligult
ja	ja
hästi	`easti
tegema	tehtud
kui	kui
praegu	`praegu
tegema	`tehtakse
praegu	`praegu
tegema	`tehtakse
väga	väga
hästi	`easti
kõik	keik
ja	ja
kasvama	`kasvavad
rohkem	`rohkem
ka	kaa
vagu	vao
jätma	`jätvad
tühi	tühjaks
jah	jahh
ja	ja
ja	ja
ajama	aevad
vagu	vao
sisse	`sisse
see	senne
sisse	`sisse
maha	maha
ja	ja
siis	siss
tulema	tulevad
teine	teise
vagu	`vauga
see	senne
sisse	`sisse
ei	ei
panema	`pantta
ja	ja
kui	kui
jälle	jälle
tagasi	tagasi
ajama	aeb
siis	siis
panema	panttakse
jälle	`jälle
ja	ja
üks	üks
jääma	jääb
ikka	`ikka
vahele	vahele
vat	vat
siis	siis
käima	käib
ader	ader
sealt	sealt
vahelt	vahelt
läbi	läbi
kui	kui
kartul	`karduld
üles	üless
tulema	tulevad
siis	siss
kartul	`karduld
ei	ei
saama	saa
viga	viga
muidu	muidu
ja	ja
olema	onn
väga	väga
tihedasti	tihest
kui	kui
sina	sa
iga	ega
vagu	vao
sisse	siss
panema	paned
siis	siis
nemad	naa
panema	paned
siis	siis
uba	ube
maha	maha
aga	aga
jälle	`jälle
kartul	`karduld
panema	panttaks
ikka	`ikka
et	et
üks	üks
vagu	vagu
jääma	jäeb
ikka	`ikka
tühi	tühjaks
siis	siis
teine	teise
kord	korra
käima	käib
ader	adra
sealt	sealt
läbi	läbi
kui	kui
hakkama	akkadakse
jälle	`jälle
vaoma	`vaoma
seda+moodi	seda+`moodi
olema	onn
tõsi	tösi
küll	küll
mis	miss
sina	sa
rääkima	räägid
et	et
üks	üks
vagu	vagu
jääma	jääb
nüüd	nüüd
tühi	tühjaks
juu	juu
nemad	na
juu	juu
seal	sääl
ka	kaa
sedasi	sedass
tegema	`tehtakse
kui	kui
nüüd	nüüd
praegu	präägu
nägema	nää
jah	jahh
siin	sii
tegema	`tehtaks
ka	kaa
nii	nii
ja	ja
vana	vanal
aeg	aeal
tegema	`tehti
ka	kaa
seda+viisi	seda+visi
jah	jahh
tulema	tuleb
meie	me
meie	mei
inimene	inimest
vaoma	`vaovad
ikka	ikka
kaks	kaks
kord	korda
esmalt	esmalt
hästi	aest
madalalt	madalald
pärast	pärast
panema	panid
sügavamalt	sügavamald
panema	panid
topp	toppi
kurk	`kurkku
ja	ja
see	sene
ader	adra
see	selle
ümber	`ümber
panema	`pantti
nii	ni
suur	sur
topp	topp
kas	kass
mõrd	mörra
kalts	kalts
ehk	ehk
üks	üks
riide+kalts	`riide+kalts
ehk	ehk
kas	kass
panema	`pantti
üks	üks
viht	viht
ehk	ehk
seune	seun
suur	sur
pehme	`pehme
asi	asi
et	et
siis	siiss
tema	taa
tegema	tee
kartul	`karduli
vars	`varsi
katki	`katki
end	end
ja	ja
siis	siis
ajama	`aedi
vagu	vagu
sisse	`sisse
siis	siis
ajama	`aettakse
see	senne
vagu	vagu
mööda	`mööda
mis	miss
tühi	tühjaks
jääma	jäi
siis	siiss
muld	muld
minema	läheb
sinna	`sinna
kartul	`karduli
ümber	`ümber
siis	siis
hakkama	akkab
kasvama	`kasvama
seda+moodi	seda+modi
jah	jahh
hh	hh
näh	nähh
kes	kess
tahtma	tahab
panema	paneb
põliti	pölitti
maha	maha
panema	paneb
vana	vanad
riide+kalts	`riide+kaltsud
ümber	`ümber
ja	ja
seune	seust
vana	vanad
riie	`riided
selg	`sälga
ja	ja
siis	siis
hakkama	`akkavad
aga	aga
peal	pääl
kookima	`kookkima
ja	ja
mees	mehed
jälle	jälle
nägema	näe
näh	nähh
see+sama	seda+sama
meie	mei
Anton	`Antton
panema	paneb
ka	ka
ikka	`ikka
võtma	vöttab
ka	kaa
kartul	`karduleid
panema	paneb
ka	kaa
maha	maha
ja	ja
mina	mina
ei	ei
olema	jole
minev	mineva
aasta	`aasta
enam	enam
kartul	`karduleid
võtma	vötn
end	end
see	see
kevad	kevade
ei	ei
olema	jole
panema	pannud
ka	kaa
enam	enam
end	end
mis+moodi	miss+moodi
ei	äi
e	e
üks	üks
suur	sur
kook	kuok
olema	onn
käsi	käes
seune	seun
suur	sur
joo	joo
sina	saa
teadma	tääd
kartul	`karduli
kook	koogu
olema	olet
sina	sa
nägema	näind
suur	sur
kõver	köver
seda+moodi	seda+modi
raud	raud
raud	raud
na	na
naa	naa
suur	suur
pool	pool
labidas	labigad
naa	naa
naa	naa
lapik	labik
olema	oleks
olema	oll
olema	pole
sihuke	seuss
lapik	labik
ei	ei
tema	taa
nii	nii
jäme	jämme
ei	ei
olema	jole
aga	aga
kook	kuok
olema	onn
söune	`söune
et	et
hakkama	`akkad
ikka	`ikka
seune	seust
koukima	`kuokkima
raud	raud
olema	onn
sääne	sänn
puu	puu
ots	`otsas
ja	ja
vars	vars
olema	onn
taga	taga
ja	ja
siis	siss
võtma	vöedakse
kartul	`karduli
vars	vars
üles	ülese
ja	ja
tõmbama	tömmadaks
sealt	säld
vars	varre
juurest	juurest
kõige	keige
rohkem	`rohkem
seal	sääl
ikka	`ikke
kõige	keige
rohkem	`rohkem
kartul	`kardul
aga	aga
kord	kord
üle	üle
koukima	kougidaks
see	see
maa	maa
ikka	`ikka
ära	ära
kus	kuss
kartul	`karduld
maha	maha
olema	onn
panema	`pandud
sedasi	sedass
tegema	`tehti
üks	ühe
kord	korra
ka	kaa
jälle	`jälle
kui	kui
väga	väga
kargene	`kargene
olema	oli
siis	siis
ajama	aedi
lõhki	`löhki
ka	kaa
ikka	`ikka
ajama	aedi
nüüd	nüid
olema	oleks
olema	olnd
mõis	`möisas
ka	kaa
või	vöi
kolhoos	kooloos
mis+moodi	miss+modi
kolhoos	kooloos
mina	mina
olema	pole
kolhoos	koolosi
kartul	`karduld
mitte	`mitte
võtma	vötnd
maha	maha
mina	maa
olema	olen
see	neid
panema	pannud
aga	aga
võtma	`vötnud
mina	ma
ei	i
olema	jole
sõba	söba
olema	onn
sõba	söba
olema	on
sedasi	sedasi
nagu	nagu
üks	üks
ruuduline	ruuduline
riie	riije
olema	onn
lõim	`löime
pidi	pidi
ja	jaa
kude	kude
pidi	bidi
see	see
olema	on
siin	siin
sõba	söba
nelja+kandiline	nelja+gandilist
ruut	ruudud
jah	jahh
villane	villane
lõim	löime
ja	ja
villane	villane
kude	kude
ka	kaa
need	ne
must	musta
ning	ning
valge	`valgega
ikka	`ikka
olema	oli
ikka	ikke
tegema	`tehtut
ei	äi
need	nee
üsna	üsna
lammas+karva	lammas+`karva
must	mustaks
väherdama	väherdet
seal	sääl
enamasti	änamasti
jah	jahh
rüü	rüi
olema	oli
sihuke	`seune
kes	käne
külge	`külge
vahest	vahest
e	e
takistama	takkistatti
need	nee
riie	`riide
tükk	tükkid
ja	ja
see	see
olema	oli
siis	siis
rüü	rüi
sihuke	söhune
nii+palju	nii+balju
et	et
tema	ta
olema	oli
siis	siis
paks	paksem
ja	ja
soe	soem
teadma	tead
üks+kord	ühe+gorra
olema	oli
need	need
inimene	inimest
kehv	kehvamad
nüüdne	`nüitsel
aeg	aeal
inimene	inimest
nii	nii
rikas	`rikkad
et	et
nüüd	nüid
nüüd	nüid
tarvitama	tarvidada
sihuke	`seuseid
asi	`asju
enam	änam
olema	onn
kalts	`kaltsu
olema	ond
aga	aga
siis	siis
elama	elast
inimene	inimest
kalts	`kaltsude
all	all
jah	jahh
need	neid
olema	oli
sõba	söba
küljes	`külges
ehk	ähk
ehk	ähk
näh	näh
siis	siis
eks	eks
sõba	söbad
olema	olid
siis	siis
olema	pole
muu	muud
asi	`asja
kaua	kauwa
olema	olnd
nemad	nende
aeg	aeal
nüüd	nd
kui	kui
rüü	rüid
veel	veel
olema	olid
jaa	ja
mina	mina
nägema	nägin
küll	küll
see	senä
ära	ära
kui	kui
mina	ma
noor	noor
olema	oli
veel	veel
aga	aga
olema	pole
nüüd	nüit
sihuke	söukst
asi	`asja
vist	vist
vist	vist
mitte	`mätte
kuskil	`kuskil
enam	äänam
sest	sest
olema	on
nii+palju	nii+balju
aeg	`aega
näh	nähh
mina	maa
olema	ole
juba	juba
nüüd	nüit
kaheksa+kümmend	kaheksa+kümmend
kuus	kuus
aasta	`aastad
saama	saan
vanaks	vanaks
ja	ja
nägema	näet
kui	kui
mina	maa
veel	veel
laps+kene	lapsugene
ikka	`ikka
olema	oli
siis	siis
siis	siis
mina	ma
nägema	nägin
rüü	rüi
aga	aga
aga	aga
noh	noh
olema	pole
see	seda
nüüd	nüit
kes+gi	killegi
maja	maea
nurgas	`nurkkas
mitte	`mitte
enam	änam
olema	old
see	seda
mina	ma
uskuma	usu
mitte	`mitte
ei	äi
mina	minul
küll	küll
ei	äi
olema	ole
aga	aga
meie	meil
siin	sii
teise+pere	teise+beres
olema	oli
sõba	söba
aga	aga
näh	nähh
see	see
see	see
uks	uks
olema	on
praegu	`praegu
kinni	`kinni
see	see
mees	mees
olema	on
haige+maja	`aige+maeas
naine	naine
surema	suri
ära	ära
ja	ja
mees	mees
olema	on
juba	juba
teine	teist
nädal	nädald
haige+maja	`aige+maeas
tema	temal
teie	te
olema	oleks
võima	vöin
siis	siis
sõba	söba
nägema	näha
veel	veel
küüt	küidud
küüt	küit
kangas	`kangas
kuduma	kojut
olema	oli
need	ne
olema	on
küüt	küidu
põhi	pöhjad
ja	ja
see	see
olema	on
siis	siis
jälle	`jälle
küüt	küidu
kiri	kiri
näh	näh
need	nee
vaatama	vaada
see	see
olema	onn
roosa	roosa
ja	ja
valge	`valge
ja	jä
punane	punane
ja	ja
sinine	sinine
ja	ja
see	see
olema	on
see	see
hüüdma	`üittakse
siis	siis
küüt	küidu
kiri	kirja
kiri	kiri
jälle	jälle
aga	aga
see	see
roheline	roheline
see	see
olema	on
põhi	pöhi
näh	näh
see	see
olema	on
nüüd	nüit
tema	taa
tema	ta
päris	päris
oma	oma
olemine	olemene
aga	aga
aga	aga
need	nee
üsna	üsna
nimi	nime
järele	järele
hüüdma	`üitti
nüüd	nüid
et	et
et	et
see	see
olema	on
põhi	pöhi
ja	ja
see	see
olema	on
kiri	kiri
ja	ja
teine	teine
olema	on
nii+sugune	`nii+sugune
valge	`valge
ja	ja
teine	teine
olema	on
siis	siis
jälle	`jälle
see	see
olema	on
sinine	sinine
need	nee
käima	käivad
siis	siis
korda+mööda	`korda+`mööda
ka	ka
jälle	jälle
see	see
nüüd	nüd
olema	onn
linane	linune
lõim	löime
olema	on
sees	sees
kude	kude
olema	on
villane	villane
lamba+karva	lammas+karu
villane	villane
jah	jahh
näh	nähh
punane	punast
punane	punase
värv	`värvi
panema	pani
sisse	`sisse
enne	ennemal
aeg	aeal
olema	oli
näh	nähh
see	see
suur	sur
lood	lood
lood	loodiga
müüma	`müidi
loodi+värv	loodi+värv
olema	oli
ikka	`ikka
nüüd	nüid
olema	on
paki+värv	pakki+värvid
jah	jahh
kõik	keik
näh	nähh
ennäe	ennäe
see	see
see	see
ju	ju
siin	sii
see	see
see	see
käima	käis
õlg	öla
peal	pääl
ja	ja
küüt	küidu
ööder	`ööder
hüüdma	`üitti
näh	nähh
see	see
olema	onn
nägema	`näette
ise+gi	isegid
valge	`valge
riie	riije
mis	mis
asi	`asja
tema	tal
enam	ääm
all	all
pidama	pidi
olema	olema
need	nee
olema	oo
kõplane	`köplastel
ja	ja
nemad	nendel
olema	olid
sihuke	söhused
asi	asjad
aga	äga
olema	pole
siit	siit
inimene	inimestel
mitte	`mätte
olema	olnd
toot	toot
hüüdma	`üitti
all	all
olema	olnd
suur	sur
must	must
toot	toot
aga	aga
siit	siit
Käina	Käina
inimene	inimestel
olema	pole
mitte	`mätte
olema	olnd
jajah	jajahh
vaatama	vaada
siit	siit
siit	siit
siis	siss
panema	panid
parajaks	parajaks
et	et
sina	sul
ümber	`ümber
paras	paras
olema	on
tema	ta
ja	ja
siis	siis
siia	siija
alla	`alla
siis	siis
see	selle
järel	järel
hakkama	`akkas( i )d
siis	siis
need	neid
volt	`vollist
panema	panema
näh	nähh
no	no
nägema	nääd
sedasi	sedasi
panema	`panttud
jah	jahh
punane	punane
jääma	jääb
peale	`pääle
teine	teine
olema	on
vari	varjul
siin	sii
ei	äi
muu	muud
muu	muud
olema	pole
siin	sii
mis+gi	midad
nüüd	nüid
enam	änam
nüüd	nüid
seda+moodi	seda+`moodi
et	et
panema	pane
selg	`selge
ja	ja
muu	muud
rohkem	`rohkem
mis+gi	midad
võtma	vötta
need	nee
lõng	lö^nnad
välja	`välje
ja	ja
oh	oh
käis	`käised
olema	olid
sihuke	`seused
nagu	nagu
meeste+särk	`meeste+särk
see	seda
seda+moodi	seda+`moodi
aga	aga
siit	siit
siit	siit
see	senest
saadik	saadik
jah	jahh
see	sene
panema	panid
siis	siss
peale	`pääle
ja	ja
see	sellega
siis	siis
minema	läksid
ei	äi
olema	ole
need	nee
veel	veel
kurrutama	kurrudatti
ära	ära
ka	kaa
peen	`peened
kurd	kurrud
puha	puha
seda+viisi	seda+visi
et	et
päris	päris
päris	päris
krousiline	krousiline
olema	oli
siis	siss
olema	oli
oma	oma
kurrutus	kurruduse
laud	laud
see	sene
laud	lauwa
peal	pääl
e	e
tegema	tähedi
märg	märjaks
ja	ja
see	sene
laud	lauwa
peal	pääl
siis	siiss
kurrutama	kurrudatti
ära	ära
ja	ja
siis	siss
panema	`pantti
kuivama	`kuivama
laud	lauwaga
ja	ja
siis	siss
jälle	`jälle
kui	kui
olema	oli
ära	ära
kuivama	`kuivand
näh	näh
siis	siss
siis	siss
aitama	`aittas
jälle	`jälle
selg	`selga
panema	`panna
jah	jahh
ikka	`ikka
krae	krae
olema	oli
nii+samuti	nii+sammu
e	e-e
nagu	nagu
meeste+särk	`meeste+särgi
krae+ki	`kraegid
et	et
see	see
olema	pole
teist+moodi	teist+`moodi
ka	kaa
olema	olnd
miski	midagid
vahel	vahel
mõni	mönel
olema	oli
siis	siis
maha	maha
keerama	keerattud
olema	pole
teine	teisel
olema	pole
ka	kaa
olema+ki	`olndkid
siis	siis
olema	olid
sõlg	sölugesd
jälle	`jälle
ees	ees
siit	siit
eest	eest
panema	`pantti
hõbe+sölugene	höbe+sölugest
olema	olid
ees	ees
need	nee
olema	olid
eh	ehh
seda+moodi	seda+moodi
nagu	nagu
jälle	`jälle
see	sene
näh	nähh
eh	eh
see	se
vähe	vähe
vastel	vassel
olema	oli
ja	ja
tilbus	tilbused
olema	olid
sees	sees
ja	ja
tilbus	tilbuse
pistma	`pistsid
siis	siis
jälle	`jälle
siit	siit
külje+riie	külje+`riidest
läbi	läbi
teine	teise
külg	küljest
ka	kaa
ja	ja
siis	siss
seda+moodi	seda+moodi
jaa	jaa
jah	jahh
need	neid
saama	sai
mitu	mittu
tükk	`tükki
panema	`panttud
eest	eest
ikka	`ikka
kinni	`kinni
jääma	jähi
jah	jaahh
need	neid
olema	oli
mitu	`mütmeid
mood	`moodi
muist	muist
olema	oli
mitu	`mütme
vahe+pits	vahe+pitsige
ja	ja
mina	mena
müüma	müisi
oma	omal
ära	ära
mina	münul
ei	äi
olema	ole
enam	änam
üks	ühe
aasta	`aasta
andma	antsin
sõlg	sölugest
ja	ja
rõhud	röhud
ja	ja
kõik	keik
siis	siis
saama	sain
nii+palju	nii+balju
raha	raha
et	et
ostma	ostasin
laat	laadald
jälle	`jälle
oma	omale
villane	villase
jakk	jakki
need	nee
jälle	`jälle
ise	ise
tegema	tähedi
ja	ja
noor	nooremad
inimene	inimest
need	nee
ju	ju
heegeldama	eegeldast
ise	ise
ikka	`ikka
pits	`pitsi
ka	kaa
juba	juba
rõhud	röhud
olema	olid
siia	`siija
vöö	vöö
vöö	vöö
olema	oli
kes+paiga+koht	kes+paiga+gohast
sedasi	sedasi
ümber	`ümber
ja	ja
siin	sii
selg	selja
taga	taga
olema	oli
siis	siiss
sihuke	söhune
e	e
vask	vask
no	no
nii	nii
lai	lai
vöö	vöö
olema	oli
see	see
käima	käis
sina	su
ümber	`ümber
ja	ja
siis	siis
see	sene
ots	otsa
sees	sees
olema	olid
sihuke	`söused
käpp	käppad
nagu	nagu
nahk	naha
sisse	`sesse
panema	`panttud
see	see
olema	oli
nahk	nahk
nahk	nahk
olema	oli
seal	säl
all	all
ja	ja
siis	sis
seal	sääl
peal	pääl
olema	olid
täpp	täppid
sedasi	`seasi
suur	sur
vöö	vöö
vöö	vöö
käpp	käppad
hüüdma	`üitti
see	see
ots	otsa
peal	pääl
ja	ja
ja	ja
siis	siis
rõhud	röhud
olema	olid
see	sene
ots	`otsas
kinni	`kinni
ja	ja
heitma	`heitsid
teine	teisi
küljest	küljest
teine	teise
külge	`külge
ja	ja
siis	siis
olema	oli
kaks	kaks
kaks	`kahte
järk	`järkku
olema	oli
need	neid
seal	säl
teine	teise
teine	teise
puus	puusa
peal	pääl
teine	teine
sihuke	seust
olema	olid
rõhud	röhud
ja	ja
need	neid
asi	`asju
vist	vist
küll	küll
enam	änam
ka	kaa
ei	ei
olema	ole
siin	sii
nägema	näha
mitte	`mette
olema	olnd
jah	jahh
rõhud	röhud
rõhud	röhud
peal+pool	pääl+pool
olema	olid
siis	sis
jälle	`jälle
lühike	lühemad
ja	ja
all+pool	all+pool
minema	läksid
ikka	`ikka
kord+korralt	kord+korralt
pikk	pikkemaks
sedasi	`seasi
lönkis	`lönkkis
need	neid
olema	oli
enam	enam
kümme	`kümme
kümme	`kümme
tükk	`tükki
ikka	`ikka
käima	käis
üks	ühel
ja	ja
muist	`muistel
olema	olid
veel	veel
litter	`litrid
olema	olid
all	all
nagu	nagu
kopikane	koppikkased
tükk	tükkid
sihuke	söust
litter	`litrid
need	nee
olema	olid
kõige	keige
alumine	alumise
järk	järgu
peal	pääl
vask	vasest
vask+traat	vas'k+traadist
jah	jahh
mis	mes
ikka	ikke
jälle	`jälle
e	e
jälle	jälle
palitu	palittu
ehk	ehk
sihuke	`seune
asi	asi
peal	pääl
küüt	küiduga
saama	sai
ikka	ikke
käima	`käidud
jah	jahh
jah	jahh
palitu	palittud
olema	olid
ikka	ikke
kes	kenega
sina	sa
siis	siis
väljas	`väljas
käima	`käisid
ja	ja
kasukas	kasugid
ja	ja
kui	kui
sina	sa
mets	`metsas
käima	käisin
ikka	`ikka
palitu	palittu
selg	`sälgas
ehk	ähk
kasukas	kasukkas
küüt	küit
no	no
nii+samuti	nii+sammu
ka	kaa
kui	kut
nüüd	nüid
nüüd+ki	`nüidgid
olema	onn
aga	aga
tema	ta
olema	on
natukene	nattune
ikka	`ikka
teist+moodi	teist+`moodi
see+pärast	see+bärast
et	et
vana	vana
aeg	aea
palitu	palittud
olema	olid
ikka	`ikka
sihuke	`seuksed
teist+moodi	teist+`moodi
vähe	vähe
noh	nohh
kuub	kuub
kuub	kuub
sina	sul
ju	ju
üks	üks
olema	oli
kes	kenel
need	neid
kes	kenel
need	neid
rohkem	`rohkem
olema	oli
üks	üks
kuub	kuub
ikka	`ikka
olema	oli
ja	ja
olema	pole
seal	säl
väike	`väiksemad
miski	midad
olema	olnd
kui	kui
sina	sa
ikka	`ikka
välja	`välja
minema	läksid
siis	siis
olema	oli
ikka	`ikka
üks	ühe
ühe+sugune	ühe+sugune
suurus	suurus
ikka	`ikke
tema	tal
pikk	pikkad
jakk	jakkid
jälle	`jälle
jah	jaah
need	nee
olema	olid
nii+sama	nii+sama
palitu	palittu
moodi	`moodi
tegema	tehtut
aga	aga
aga	aga
jälle	`jälle
nii+palju	nii+balju
et	et
tema	ta
olema	oli
lühike	lühem
nii+palju	nii+balju
siit+saadik	siit+saadik
näh	nähh
tagant	tagand
olema	oli
sile	sile
ka	kaa
olema	pole
seal	sääl
muu	muud
ise+äralik	ise+äralikku
miski	medagi
olema	olnd
ei	äi
olema	ole
lõhki	`löhki
mitte	`mette
olema	olnd
noh	nohh
nagu	nagu
nüüd	nüid
nüüd+ki	`nüidkid
praegu	`praegu
olema	onn
jah	jah
sihuke	söust
aga	aga
üks+kord	ühe+gorra
olema	oli
seda+moodi	seda+modi
need	nee
olema	olid
siis	siis
nagu	naguu
poti+sinine	potti+sinist
värvima	`värvisid
ja	ja
ise	ise
ise	ise
käsi	käsitsi
kuduma	kujudut
siis	siss
olema	olid
üks+kord	ühe+gorra
aga	aga
noh	nohh
nüüd	nüid
ikka	`ikke
masin	massinad
kuduma	kudust
üks+vahe	ühe+vahe
siin	sii
need	neid
ikka	ikke
ja	ja
nüüd	nüid
nüüd	nüid
mõni	möni
kuduma	koeub
kuduma	kujub
ka	ka
käsi	käsitsi
jälle	`jälle
kirju	kirjuid
ja	ja
noh	noh
need	nee
ikka	`ikke
villane	villast
kampsun	`kampsunid
hüüdma	`üitti
vill	`villu
minema	läks
ikka	`ikke
sisse	`sisse
sada	sada
pasmas	`pasma
lõng	`lönga
peen	peen
lõng	löng
pidama	pidi
olema	olema
ja	ja
sada	sada
pasmas	`pasma
minema	läks
küüt	küidu
sisse	`sisse
ikka	`ikka
noh	noh
seal	sääl
oma	oma
aru	aru
ikka	`ikke
siis	siis
ka	kaa
jälle	`jälle
teadma	`tääda
olema	oli
süld	sülla
süld	süld
pidama	pidi
olema	olema
kahe+kordselt	kahe+`gortselt
jah	jahh
näh	nähh
olema	on
küll	küll
ä	ä
suvine	`suisel
aeg	aeal
olema	olid
küüt	küidud
selg	`sälgas
mina	ma
ütlema	`ütlesi
mina	ma
teadma	tää
ise	ise
see	seda
et	et
olema	olin
üks	ühe
aasta	`aasta
olema	olin
lood	lool
tulema	tulin
õhtul	`öhta
ära	ää
kõik	keik
küüt	küidu
kiri	kirjad
olema	olid
särk	särgi
peal	pääl
nägema	nää
vaatama	vatta
sihuke	`söune
suur	sur
villane	villane
paks	paks
suvine	`suise
soe	soea
aeg	aeaga
panema	pane
aga	aga
selga	`sälga
ei	äi
olema	ole
mis	mes
mina	ma
need	neid
olema	oli
harva	arv
mõni	möni
vana	vanem
inimene	inimene
siis	siss
kes	kes
ka	kaa
särk	särgi
väel	väel
siis	siss
olema	oli
aga	aga
muidu	muidu
mitte	`mette
näe	nää
siis	siiss
olema	olid
ka	kaa
linane	linust
särk	särgid
ega	äga
siis	sis
olema	pole
sihuke	seust
peen	`peened
särk	särgid
olema	olnd
mitte	`mette
need	nee
olema	olid
ka	kaa
pikk	pitkad
jälle	`jälle
nagu	nagu
küüdu+pikkune	küidu+pitkust
juba	juba
ja	ja
mees	meistel
olema	olid
ka	kaa
veel	veel
mis	mess
mis	mess
veel	veel
hea	paremad
särk	särgid
olema	olid
kurrutama	kurrudatti
ka	kaa
ära	ära
ja	ja
kurdus	`kordus
särk	särk
olema	oli
kõik	keik
selg	`sälgas
nii+samuti	ni+sammu
ka	kaa
kui	kut
käis+ki	`käisetkid
kurrutama	kurrudatti
ja	ja
minema	`mentti
mõis	`möisa
lõikama	`leikkama
ja	ja
siis	sis
panema	`pantti
ikka	`ikke
kurdus	`kurdus
särk	särgid
selga	`sälga
olema	pole
seal	säl
küüt	küiduga
siis	siis
minema+ki	`minttudgid
end	änd
need	nee
olema	oli
harva	`arva
kes	kes
küüt	küiduga
minema	läksid
kes	kel
olema	pole
olema	olnd
sihuke	seust
särk	`särkki
ise	ändal
need	nee
olema	olid
siis	siis
ikka	`ikka
ka	kaa
hea	paremad
särk	särgid
jälle	`jälle
ikka	`ikka
ka	kaa
mis	mis
ära	ära
kurrutama	kurrudatti
ja	ja
neh	neh
ju	ju
see	`senna
aitama	`aittas
ka	kaa
kes	killel
olema	pole
olema	olnd
et	et
see	sellel
aitama	`aittas
minema	`menna
ja	ja
muu	muud
miski	medagid
aga	aga
ja	ja
näh	näh
see	see
olema	on
suvi	suvi
lõikus	`leikkus
ja	ja
käima	käisid
mõni	möni
mõis	`möisas
lõikama	`leikkamas
näh	nähh
olema	oled
veel	veel
päev	pääv
otsa	`otsa
ka	kaa
tuuline	tulise
päev	pääva
käes	käes
noh	nohh
siis	siis
kui	kui
sina	sul
vähe	vähe
õhuke	ohvem
panema	`panna
olema	onn
siis	siis
panema	paned
see	säne
juba	juba
ka	kaa
ikka	`ikka
selga	`sälga
näh	nähh
näh	nähh
tema	ta
olema	pole
nii	nii
soe	soe
olema	olnd
kui	kut
villane	vellane
siis	siis
olema	pole
sihuke	sösust
olema	olnd
end	end
sina	sooll
nagu	nagu
rätik	rättik
olema	onn
sina	saa
panema	panid
mina	ma
näitama	näidan
mis+moodi	mis+`moodi
mis+moodi	mis+`moodi
saama	saab
see	se
lõikama	leigatti
siis	siis
teine	teise
ots	`otsast
panema	panid
kitsas	`kitsama
ja	ja
teine	teise
ots	`otsast
jääma	jähi
siis	siis
lai	laijemaks
jälle	`jälle
vaata	vat
siit	siit
siit	siit
ots	otsa
kitsas	kitsas
nüüd	nüid
jääma	jääb
jälle	`jälle
üles	ülese
ja	ja
siit	siit
ots	`otsast
ka	kaa
jälle	`jälle
kitsas	kitsas
jääma	jääb
üles	ülese
see	seheni
lõikama	leigedi
nüüd	nüid
siit	siit
sedasi	sedasi
katki	`katki
ja	ja
siis	siis
need	nee
lai	laijemad
ots	otsad
jääma	jähid
jälle	`jälle
alla	`alla
ja	ja
ja	ja
kitsas	`kitsamad
ots	otsad
tulema	tulid
jälle	`jälle
üles	ülese
seda+viisi	seda+visi
need	nee
kitsas	`kitsad
ots	otsad
nägema	näe
siit	siit
seda+viisi	seda+visi
olema	olid
särk	särgid
lõikama	leigedi
ei	äi
särk	särgil
olema	pole
varrukas	varukkaid
peal	pääl
olema	olnd
jah	jahh
need	nee
olema	on
nii+samuti	nii+sammu
nagu	nagu
küüt	küidu
ööder	`ööder
nii+moodi	nii+moodi
nii+sugune	nii+sugune
ööder	`ööder
olema	oli
peal	pääl
ja	ja
aga	aga
noh	noh
käis	`käised
pidama	`peedi
siis	sis
jälle	`jälle
peale	`pääle
ikka	`ikke
need	need
kes	kel
nii	nii
kes	kes
jälle	`jälle
särk	särgiga
käima	käis
ikka	`ikke
see	sellel
varrukas	varukkaid
olema	pole
peal	pääl
olema	old
end	end
jah	jahh
küll	küll
noh	nohh
mina	ma
nüüd	nüid
saama	saa
see	seda
sina	`sulle
praegu	`praegu
seletama	seletta
nii	nii
äkitselt	äkkitseld
seal	sääl
olema	on
niis	niijed
olema	on
ise	ise
neli	neli
niit	niit
olema	on
peal	pääl
neli	neljal
muist	muistel
olema	on
kaks	kaks
niit	niit
kui	kui
sina	sa
labane	labast
kangas	ka~nnast
tegema	teed
siis	siis
olema	on
kaks	kaks
niit	niit
kui	kui
sina	sa
toimne	toimist
tegema	teed
siis	siis
olema	on
neli	neli
